,access,air_conditioning,alt_name,amenity,area,backrest,bench,bin,boundingbox,bridge,building,building:colour,building:levels,building:part,building:roof,bus,camera:angle,city,colour,contact:website,covered,description,display_name,drinking_water,ele,emergency,fee,fireplace,fixme,genus,geometry,height,highway,historic,indoor,information,int_name,internet_access,layer,leaf_cycle,leaf_type,leisure,level,lit,lockable,man_made,material,min_height,name,name:en,name:fr,name:ja,name:ja-Hira,name:ja-Latn,name:ja_kana,name:ja_rm,natural,nodes,note,note:ja,opening_hours,operator,passenger_information_display,picnic_table,place,playground,playground:theme,points,postcode,province,public_transport,railway,ref,roof,roof:colour,roof:material,roof:shape,room,seat,seats,shelter,shelter_type,smoking,source,source:geometry,source:landuse,source_ref,species,species:en,species:ja,sport,start_date,surface,table,taxon,toilets,toilets:access,tourism,train,type,ways,website,wheelchair,wikidata,wikipedia
"('way', 176728311)",,,,shelter,,,yes,,[],,,,,,,,,豊島区,,,,,"巣鴨駅前, 白山通り, 巣鴨二丁目, 豊島区, 東京都, 170-0002, 日本",,,,,,,,"POLYGON ((139.7378573 35.7338517, 139.7378664 35.7338589, 139.7378224 35.7338957, 139.7378133 35.7338885, 139.7378573 35.7338517))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[1872072279, 1872072281, 1872072280, 1872072278, 1872072279]",,,,,,,Tokyo,,,POINT (139.73783985 35.73387370000001),,,,,,,,,,,,,,public_transport,,"Bing, 1980/1-2007/4",,,,,,,,,,,,,,,,,,,,,
"('way', 177555645)",,,,shelter,,,,,[],,yes,,,,,,,北区,,,,,"上中里, 車坂跨線橋, 上中里一丁目, 北区, 東京都, 114-0016, 日本",,,,,,,,"POLYGON ((139.7465 35.7468591, 139.746532 35.7468991, 139.7465755 35.7468744, 139.7466285 35.7467925, 139.7467552 35.746731, 139.7468851 35.7466614, 139.7468563 35.746626, 139.7465726 35.7467624, 139.7465269 35.7468449, 139.7465 35.7468591))",,,,,,,,1,,,,,,,,,,,,,,,,,,,"[1879757092, 1879757096, 1879757094, 1879757087, 1879757079, 1879757058, 1879757055, 1879757082, 1879757089, 1879757092]",,,,,,,Tokyo,,,POINT (139.746675506656 35.74675326985354),,,,,,,,,,,,,,public_transport,,Bing,,,,,,,,,,,,,,,,,,,,,
"('way', 177958037)",,,,shelter,,,yes,,[],,,,,,,,,葛飾区,,,,,"柴又帝釈天, 柴又街道, 金町六丁目, 葛飾区, 東京都, 〒125-0042, 日本",,,,,,,,"POLYGON ((139.8760545 35.75845, 139.8760705 35.7584541, 139.8760537 35.7584976, 139.8760377 35.7584935, 139.8760545 35.75845))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[1883565665, 1883565658, 1883565667, 1883565668, 1883565665]",,,,,,,Tokyo,,,POINT (139.8760541 35.7584738),,,,,,,,,,,,,,public_transport,,"Bing, 1980/1-2007/4",,,,,,,,,,,,,,,,,,,,,
"('way', 234737420)",,,,shelter,,,,,[],,,,,,,,,荒川区,,,,,"三河島水再生センター, ゆいの森通り, 荒川二丁目, 荒川区, 東京都, 116-8501, 日本",,,,,,,,"POLYGON ((139.7854984 35.7400385, 139.7855208 35.7400385, 139.7855392 35.7400385, 139.7855786 35.7400663, 139.7855201 35.7401132, 139.785463 35.7400679, 139.7854984 35.7400385))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[2428790003, 2428790004, 2428790005, 2428790006, 2428790008, 2428790007, 2428790003]",,,,,,,Tokyo,,,POINT (139.7855202026991 35.74006996458309),,,,,,,,,,,,,,lean_to,,,,,,,,,,,,,,,,,,,,,,,
"('way', 243616711)",,,,shelter,,,,,[],,,,,,,,,武蔵野市,,,,,"グリーンパーク遊歩道, 関前三丁目, 武蔵野市, 東京都, 180-0011, 日本",,,,,,,,"POLYGON ((139.5542171 35.7130076, 139.5541442 35.7130455, 139.5541 35.7129896, 139.5541729 35.7129517, 139.5542171 35.7130076))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[2510020247, 2510020258, 2510020246, 2510020236, 2510020247]",,,,,,,Tokyo,,,POINT (139.55415855 35.71299860000001),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 249670755)",,,,shelter,,,,,[],,roof,,,,,,,文京区,,,,,"六義園, 文京区本駒込６－１６－３, 不忍通り, 千石三丁目, 文京区, 東京都, 112-0011, 日本",,,,,,,,"POLYGON ((139.7478264 35.7328883, 139.7478383 35.7328472, 139.7479037 35.7328586, 139.7478927 35.7329002, 139.7478264 35.7328883))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[2562506331, 2562506332, 2562506333, 2562506334, 2562506331]",,,,,,,Tokyo,,,POINT (139.7478653037673 35.73287363443009),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 250536673)",,,,shelter,,,,,[],,roof,,,,,,,北区,,,,,"志茂三丁目, 北区, 東京都, 115-0042, 日本",,,,,,,,"POLYGON ((139.7345256 35.7807159, 139.7345635 35.7807172, 139.7345641 35.7807063, 139.7345652 35.7806828, 139.7345273 35.7806816, 139.7345269 35.7806907, 139.7345256 35.7807159))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[2569690320, 2569689867, 2569690088, 2569689869, 2569689871, 2569690330, 2569690320]",,,,,,,Tokyo,,,POINT (139.7345454370353 35.78069938009985),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 304646064)",,,,shelter,,,,,[],,roof,,,,,,,中央区,,,,,"晴海埠頭, 304, 晴海5, 晴海, 中央区, 東京都, 104-8799, 日本",,,,,,,,"POLYGON ((139.7739218 35.647247, 139.7740118 35.6473172, 139.7740186 35.6473169, 139.7740659 35.647356, 139.7740775 35.647356, 139.7740986 35.647378, 139.7741091 35.6473646, 139.7740885 35.6473469, 139.7740818 35.6473472, 139.7740393 35.6473119, 139.7740333 35.647312, 139.7739862 35.6472726, 139.7739795 35.6472726, 139.7739587 35.6472533, 139.7739482 35.6472527, 139.7739324 35.6472384, 139.7739218 35.647247))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[3092204552, 3092204493, 3092204492, 3092204357, 3092204555, 3092204499, 3092204497, 3092204495, 3092204356, 3092204351, 3092204554, 3092204345, 3092204344, 3092204553, 3092204489, 3092204488, 3092204552]",,,,,,,Tokyo,,,POINT (139.7740161930211 35.64730737837488),,,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 419247516)",,,,shelter,,,,,[],,roof,,,,,,,品川区,,,,,"品川区立 鈴ヶ森中学校, 旧東海道, 南大井二丁目, 品川区, 東京都, 140-0013, 日本",,,,,,,,"POLYGON ((139.7388027 35.592447, 139.7387957 35.5924506, 139.7387908 35.5924443, 139.7387978 35.5924407, 139.7388027 35.592447))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[4193569804, 4193569805, 4193569803, 4193569802, 4193569804]",,,,,,,Tokyo,,,POINT (139.73879675 35.59244565),,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,
"('way', 477602200)",,,,shelter,,,,,[],,transportation,,,,,,,北区,,,,,"北区神谷町, 北本通り, 神谷一丁目, 北区, 東京都, 115-0043, 日本",,,,,,,,"POLYGON ((139.7346552 35.7680522, 139.7346707 35.7680561, 139.7346832 35.7680238, 139.7346677 35.7680198, 139.7346552 35.7680522))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[4709219207, 4709219204, 4709219205, 4709219206, 4709219207]",,,,,,,Tokyo,,,POINT (139.7346691987291 35.76803796795571),,,,,,,,,,,,,,,,GSI/KIBAN 2500; 2017-01-01,,,,,,,,,,,,,,,,,,,,,
"('way', 502534814)",,,,shelter,,,,,[],,,,,,,,,港区,,,,,"米国大使館, 5, 榎坂, 赤坂一丁目, 赤坂, 麻布, 港区, 東京都, 107-8420, 日本",,,,,,,,"POLYGON ((139.744058 35.6686635, 139.7440529 35.6686513, 139.7440411 35.6686546, 139.7440462 35.6686668, 139.744058 35.6686635))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[4929843540, 4929843541, 4929843542, 4929843543, 4929843540]",,,,,,,Tokyo,,,POINT (139.74404955 35.66865905),,,,,,,,,,,,,police,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 506172684)",,,,shelter,,,,,[],,,,,,,,,台東区,,,,,"暦塚, 弁天橋, 上野公園, 台東区, 東京都, 110-0007, 日本",,,,,,,,"POLYGON ((139.7711906 35.7118664, 139.7711592 35.7119609, 139.7712681 35.7119848, 139.7712995 35.7118903, 139.7711906 35.7118664))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[4959478028, 4959478029, 4959478030, 4959478031, 4959478028]",,,,,,,Tokyo,,,POINT (139.77122935 35.71192560000001),,,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('way', 506195088)",,,,shelter,,,,,[],,,,,,,,,台東区,,,,,"恩賜上野動物園（東園）, こもれびの小径, 上野公園, 台東区, 東京都, 110-8711, 日本",,,,,,,,"POLYGON ((139.772053 35.7166489, 139.7720765 35.7166539, 139.7721023 35.7166594, 139.7721099 35.7166356, 139.7721177 35.7166112, 139.7720932 35.716606, 139.7720685 35.7166008, 139.7720605 35.7166255, 139.772053 35.7166489))",,,,,,,,,,,,,,,,,,サーラータイ,,,,,,,,,"[4959643777, 5026145186, 4959643778, 5026145180, 4959643779, 5026145182, 4959643780, 5026145184, 4959643777]",,,,,,,Tokyo,,,POINT (139.7720853695676 35.71663007814301),,,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('way', 510923869)",,,,shelter,,,,,[],,yes,,,,,,,江東区,,,,,"毛利二丁目, 江東区, 東京都, 135-0002, 日本",,,,,,,,"POLYGON ((139.8183239 35.6916646, 139.81832 35.6917325, 139.8185134 35.6917404, 139.8185173 35.6916726, 139.8183239 35.6916646))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7554381419, 7554381420, 7554381421, 7554381422, 7554381419]",,,,,,,Tokyo,,,POINT (139.8184186263123 35.69170252385824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 535063089)",,,,shelter,,,,,[],,yes,,,,,,,港区,,,,,"Dog Run, 1, 首都高速都心環状線, 六本木二丁目, 六本木, 麻布, 港区, 東京都, 1060032, 日本",,,,,,,,"POLYGON ((139.7379682 35.667819, 139.7379603 35.6678111, 139.7379495 35.6678059, 139.7379373 35.6678039, 139.7379249 35.6678054, 139.7379139 35.6678102, 139.7379055 35.6678178, 139.7379008 35.6678271, 139.7379002 35.6678373, 139.7379039 35.667847, 139.7379113 35.6678551, 139.7379205 35.6678603, 139.7379312 35.6678629, 139.7379424 35.6678628, 139.7379531 35.66786, 139.7379621 35.6678546, 139.7379688 35.6678473, 139.7379724 35.6678387, 139.7379724 35.6678286, 139.7379682 35.667819))",,,,,,,,,,,,,,,,,,Community Garden,,,,,,,,,"[5187485820, 5187488421, 5187488422, 5187488423, 5187488424, 5187488425, 5187488426, 5187488427, 5187488428, 5187488429, 5187485811, 5187485814, 5187485815, 5187485816, 5187485817, 5187485818, 5187485819, 5187485812, 5187485813, 5187485820]",,,,,,,Tokyo,,,POINT (139.7379364318909 35.66783359526739),,,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('way', 540583510)",,,,shelter,,,,,[],,yes,,,,,,,文京区,,,,,"本郷二丁目, 文京区, 東京都, 113-8484, 日本",,,,,,,,"POLYGON ((139.7596288 35.7032377, 139.7596724 35.7032654, 139.7597036 35.7032332, 139.7596601 35.7032055, 139.7596288 35.7032377))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5229544571, 5229544570, 5229544569, 5229544568, 5229544571]",,,,,,,Tokyo,,,POINT (139.75966621687 35.70323545099044),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 544565860)",,,,shelter,,,,,[],,,,,,,,,町田市,,,,,"真光寺一丁目, 町田市, 東京都, 1950057, 日本",,,,,,,,"POLYGON ((139.4656329 35.6074332, 139.4656329 35.6074087, 139.4656068 35.6073961, 139.4655793 35.6074076, 139.4655793 35.6074343, 139.4656074 35.6074457, 139.4656329 35.6074332))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5263949900, 5263949901, 5263949902, 5263949903, 5263949904, 5263949905, 5263949900]",,,,,,,Tokyo,,,POINT (139.4656059451853 35.60742092509579),,,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('way', 551271324)",,,,shelter,,,,,[],,,,,,,,,東村山市,,,,,"野口町四丁目, 東村山市, 東京都, 189-0022, 日本",,,,,,,,"POLYGON ((139.4594456 35.7664985, 139.4595126 35.7663808, 139.4596375 35.7664279, 139.4595751 35.7665474, 139.4594456 35.7664985))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5323861466, 5323861467, 5323861468, 5323861469, 5323861466]",,,,,,,Tokyo,,,POINT (139.4595425085429 35.76646401146536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 558515869)",,,,shelter,,,,,[],,yes,,,,,,,文京区,,,,,"カルメン, 油坂, 本郷二丁目, 文京区, 東京都, 113-8431, 日本",,,,,,,,"POLYGON ((139.7598068 35.7038713, 139.7598022 35.703905, 139.7598556 35.7039096, 139.7598598 35.7038761, 139.7598068 35.7038713))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5386716510, 5386716507, 5386716508, 5386716509, 5386716510]",,,,,,,Tokyo,,,POINT (139.7598310667566 35.70389051673727),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 561992280)",,,,shelter,,,,,[],,,,,,,,,墨田区,,,,,"障害者専用駐車場, 清澄通り, 石原一丁目, 墨田区, 東京都, 130-014, 日本",,,,,,,,"POLYGON ((139.7968344 35.6992961, 139.7968364 35.6992642, 139.7967978 35.6992626, 139.7967958 35.6992945, 139.7968344 35.6992961))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5418271676, 5418271673, 5418271674, 5418271675, 5418271676]",,,,,,,Tokyo,,,POINT (139.7968161 35.69927935),,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,
"('way', 561992281)",,,,shelter,,,,,[],,,,,,,,,墨田区,,,,,"横網町公園, 清澄通り, 石原一丁目, 墨田区, 東京都, 130-014, 日本",,,,,,,,"POLYGON ((139.7967893 35.6993257, 139.7967871 35.6993605, 139.7968243 35.699362, 139.7968265 35.6993272, 139.7967893 35.6993257))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5418271680, 5418271677, 5418271678, 5418271679, 5418271680]",,,,,,,Tokyo,,,POINT (139.7968068 35.69934385000001),,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,
"('way', 564076053)",,,,shelter,,,,,[],,yes,,,,,,,文京区,,,,,"カルメン, 油坂, 本郷二丁目, 文京区, 東京都, 113-8431, 日本",,,,,,,,"POLYGON ((139.759852 35.7035388, 139.7598474 35.7035725, 139.7598785 35.7035751, 139.7599008 35.703577, 139.759905 35.7035436, 139.7598838 35.7035417, 139.759852 35.7035388))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5435390491, 5435390490, 5435390483, 5435390489, 5435390488, 5435390482, 5435390491]",,,,,,,Tokyo,,,POINT (139.7598762528144 35.70355798960556),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 575457260)",,,,shelter,,,,,[],,roof,,,,,,,荒川区,,,,,"あらかわ遊園, 11;35番11号, 荒川遊園通り, 田端六丁目, 荒川区, 東京都, 116-0011, 日本",,,,,,,,"POLYGON ((139.7597412 35.7538955, 139.7597336 35.7538579, 139.7596816 35.7538649, 139.7596892 35.7539025, 139.7597412 35.7538955))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5521822660, 5521822659, 5521822658, 5521822657, 5521822660]",,,,,,,Tokyo,,,POINT (139.7597114 35.7538802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 575457261)",,,,shelter,,,,,[],,roof,,,,,,,荒川区,,,,,"あらかわ遊園, 11;35番11号, 荒川遊園通り, 田端六丁目, 荒川区, 東京都, 116-0011, 日本",,,,,,,,"POLYGON ((139.7596474 35.7539108, 139.7596398 35.7538732, 139.7595878 35.7538802, 139.7595954 35.7539178, 139.7596474 35.7539108))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5521822664, 5521822661, 5521822662, 5521822663, 5521822664]",,,,,,,Tokyo,,,POINT (139.7596176 35.75389550000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 575606750)",,,,shelter,,,,,[],,yes,,,,,,,荒川区,,,,,"あらかわ遊園, 11;35番11号, 荒川遊園通り, 田端六丁目, 荒川区, 東京都, 116-0011, 日本",,,,,,,,"POLYGON ((139.7578129 35.7539997, 139.7577813 35.7540097, 139.7577957 35.7540399, 139.7578273 35.7540299, 139.7578129 35.7539997))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5522950528, 5522950525, 5522950526, 5522950527, 5522950528]",,,,,,,Tokyo,,,POINT (139.7578043 35.75401979999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 579683562)",,,,shelter,,,,,[],,,,,,,,,豊島区,,,,,"池袋一丁目, 上池袋二丁目, 豊島区, 東京都, 170-8418, 日本",,,,,,,,"POLYGON ((139.7160742 35.7354569, 139.716125 35.735282, 139.7159847 35.7352358, 139.7158811 35.7354288, 139.7160742 35.7354569))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5551111174, 5551111175, 5551111176, 5551111177, 5551111174]",,,,,,,Tokyo,,,POINT (139.7160125920979 35.73535421660529),,,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('way', 586171549)",,,,shelter,,,,,[],,,,,,,,,台東区,,,,,"TOBU PARK, 春日通り, 東上野一丁目, 台東区, 東京都, 111-0041, 日本",,,,,,,,"POLYGON ((139.7840372 35.7057933, 139.7840237 35.7057874, 139.7840086 35.7057891, 139.7839975 35.7057977, 139.7839948 35.7058099, 139.7840015 35.7058211, 139.7840149 35.7058269, 139.7840301 35.7058253, 139.7840411 35.7058167, 139.7840438 35.7058045, 139.7840372 35.7057933))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5601226715, 5601226707, 5601226708, 5601226709, 5601226710, 5601226716, 5601226711, 5601226712, 5601226713, 5601226714, 5601226715]",,,,,,,Tokyo,,,POINT (139.7840193187054 35.70580718030141),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 590207577)",,,,shelter,,,,,[],,,,,,,,,葛飾区,,,,,"水元四丁目, 葛飾区, 東京都, 125-0033, 日本",,,,,,,,"POLYGON ((139.8602226 35.7865014, 139.8601952 35.7864519, 139.8602333 35.7864397, 139.8602569 35.7864905, 139.8602226 35.7865014))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5635295869, 5635295870, 5635295871, 5635295872, 5635295869]",,,,,,,Tokyo,,,POINT (139.860226779217 35.78647043043398),,,,,,,,,,,,,,pavilion,,GSImaps/ort,,,,,,,,,,,,,,,,,,,,,
"('way', 591031255)",,,,shelter,,,,,[],,,,,,,,,足立区,,,,,"足立一丁目, 足立, 足立区, 東京都, 120-0015, 日本",,,,,,,,"POLYGON ((139.8081678 35.7614612, 139.8081598 35.761444, 139.8082103 35.7614318, 139.8082174 35.761449, 139.8081678 35.7614612))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5641989437, 5641989438, 5641989439, 5641989440, 5641989437]",,,,,,,Tokyo,,,POINT (139.808188766724 35.76144648843091),,,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('way', 598454215)",,,,shelter,,,,,[],,roof,,,,,,,町田市,,,,,"高ヶ坂七丁目, 町田市, 東京都, 194-0014, 日本",,,,,,,,"POLYGON ((139.4652356 35.5375281, 139.4652685 35.5375274, 139.4652677 35.5375032, 139.4652348 35.5375039, 139.4652356 35.5375281))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5695828740, 5695828741, 5695828742, 5695828743, 5695828740]",,,,,,,Tokyo,,,POINT (139.46525165 35.53751565),,,,,,,,,,,,,,,,"survey,GSImaps/std",,,,,,,,,,,,,,,,,,,,,
"('way', 602141793)",,,,shelter,,,yes,,[],,,,,,,,,墨田区,,,,,"潮入茶屋, 国技館通り, 横網一丁目, 墨田区, 東京都, 130-0015, 日本",,,,,,,,"POLYGON ((139.7934165 35.6986491, 139.7934452 35.6987058, 139.7933983 35.6987215, 139.7933695 35.6986648, 139.7934165 35.6986491))",,,,,,,,,,,,,,,,,,潮入茶屋,Shioiri Tea House,,,,,,,,"[5714543517, 5720505716, 5720505715, 5720505714, 5714543517]",,,,,,,Tokyo,,,POINT (139.7934073686639 35.69868529205488),,,,,,,,,gabled,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,
"('way', 602356602)",,,,shelter,,,,,[],,,,,,,,,墨田区,,,,,"石原町三丁目戦災死者追悼之碑, 蔵前橋通り, 横網二丁目, 墨田区, 東京都, 130-8644, 日本",,,,,,,,"POLYGON ((139.7961813 35.6996262, 139.7961677 35.6996676, 139.7962244 35.6996799, 139.796238 35.6996385, 139.7961813 35.6996262))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5715209490, 5721844771, 5721844770, 5721844769, 5715209490]",,,,,,,Tokyo,,,POINT (139.79620285 35.69965305),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 604824444)",,,,shelter,,,,,[],,yes,,,,,,,江東区,,,,,"富岡八幡宮, 東参道, 富岡一丁目, 江東区, 東京都, 135-0047, 日本",,,,,,,,"POLYGON ((139.7991988 35.6716318, 139.7992244 35.6716834, 139.7993276 35.6716496, 139.7993021 35.671598, 139.7991988 35.6716318))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5738126878, 5738126875, 5738126876, 5738126877, 5738126878]",,,,,,,Tokyo,,,POINT (139.7992632185282 35.67164069795395),,,,,,,,,,,,,,basic_hut,,Bing,,,,,,,,,,,,,,,,,,,,,
"('way', 606028621)",,,,shelter,,,,,[],,yes,,,,,,,千代田区,,,,,"千代田区立 和泉小学校, 清美通り, 神田佐久間町3, 神田佐久間町, 神田, 千代田区, 東京都, 101-0024, 日本",,,,,,,,"POLYGON ((139.7790049 35.6991595, 139.778981 35.6991801, 139.7790693 35.6992476, 139.7790931 35.699227, 139.7790049 35.6991595))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5746689935, 5746689932, 5746689933, 5746689934, 5746689935]",,,,,,,Tokyo,,,POINT (139.7790370593239 35.69920353995502),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 614823023)",,,,shelter,,,yes,no,[],,yes,,,,,,,江東区,,,,,"毛利二丁目, 江東区, 東京都, 135-0002, 日本",,,,,,,,"POLYGON ((139.8193309 35.6899741, 139.8192799 35.6899718, 139.819283 35.6899277, 139.819334 35.6899302, 139.8193309 35.6899741))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5815005668, 5815004640, 5815005715, 5815004633, 5815005668]",,,,,,,Tokyo,,,POINT (139.8193069308168 35.68995094808418),,,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('way', 617118942)",,,,shelter,,,,,[],,yes,,,,,,,千代田区,,,,,"皇居外苑, 神田, 千代田区, 東京都, 100-0002, 日本",,,,,,,,"POLYGON ((139.7620086 35.6826053, 139.7620137 35.6826279, 139.7620432 35.6826235, 139.7620381 35.682601, 139.7620086 35.6826053))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5833843822, 5833843819, 5833843820, 5833843821, 5833843822]",,,,,,,Tokyo,,,POINT (139.7620258897655 35.68261442794984),,,,,,,,,,,,,,picnic_shelter,,Bing,,,,,,,,,,,,,,,,,,,,,
"('way', 617429857)",,,,shelter,,,,,[],,yes,,,,,,,江東区,,,,,"毛利二丁目, 江東区, 東京都, 135-0002, 日本",,,,,,,,"POLYGON ((139.8181741 35.6907425, 139.8181728 35.6907723, 139.8181409 35.6907714, 139.8181423 35.6907415, 139.8181741 35.6907425))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5836531538, 5836531532, 5836531541, 5836531535, 5836531538]",,,,,,,Tokyo,,,POINT (139.8181575155187 35.69075693217403),,,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('way', 617429858)",,,,shelter,,,,,[],,yes,,,,,,,江東区,,,,,"毛利二丁目, 江東区, 東京都, 135-0002, 日本",,,,,,,,"POLYGON ((139.818218 35.6907434, 139.8182167 35.6907732, 139.8181849 35.6907723, 139.8181861 35.6907424, 139.818218 35.6907434))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5836531533, 5836531536, 5836531545, 5836531540, 5836531533]",,,,,,,Tokyo,,,POINT (139.8182014167246 35.69075781661606),,,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('way', 620519642)",,,,shelter,,,,,[],,,,,,,,,北区,,,,,"音無親水公園, 本郷赤羽線, 王子本町一丁目, 北区, 東京都, 114-8508, 日本",,,,,,,,"POLYGON ((139.7360725 35.7527097, 139.7360575 35.7526914, 139.7360396 35.752701, 139.7360545 35.7527193, 139.7360725 35.7527097))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5862537028, 5862537027, 5862537026, 5862537025, 5862537028]",,,,,,,Tokyo,,,POINT (139.7360560328725 35.75270535428545),,,,,,,,,,,,,,picnic_shelter,,survey,,,,,,,,,,,,,,,,,,,,,
"('way', 620522186)",,,,shelter,,,,,[],,,,,,,,,北区,,,,,"北区 自然ふれあい情報館, 1, 中十条赤羽線, 中十条四丁目, 北区, 東京都, 114-0032, 日本",,,,,,,,"POLYGON ((139.7210485 35.7689001, 139.7210952 35.7689, 139.7210956 35.7689925, 139.7210489 35.7689926, 139.7210485 35.7689001))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5826246710, 5862566962, 5862566961, 5862566960, 5826246710]",,,,,,,Tokyo,,,POINT (139.72107205 35.7689463),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 620522188)",,,,shelter,,,,,[],,,,,,,,,北区,,,,,"中十条四丁目, 北区, 東京都, 114-0032, 日本",,,,,,,,"POLYGON ((139.7206148 35.7677855, 139.7206623 35.7677435, 139.7206243 35.7677152, 139.7205768 35.7677573, 139.7206148 35.7677855))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5855451599, 5862566969, 5862566968, 5862566967, 5855451599]",,,,,,,Tokyo,,,POINT (139.7206195523025 35.76775036629504),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 620598940)",,,,shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (139.7961175 35.6507258, 139.7959982 35.650846, 139.7959629 35.6508931, 139.7959464 35.6509434, 139.7959413 35.6509867, 139.7959475 35.6510199, 139.7959658 35.6510628, 139.7959894 35.6511018, 139.7960199 35.6511356, 139.7960488 35.6511606)",,footway,,,,,,,,,,,,,,,,,,,,,,,,,"[5863264477, 5863264436, 5863264411, 5863264587, 5863264475, 5863264424, 5863264634, 5863264647, 5863264800, 5863264658]",,,,,,,Tokyo,,,"LINESTRING (139.7961175 35.6507258, 139.7959982 35.650846, 139.7959629 35.6508931, 139.7959464 35.6509434, 139.7959413 35.6509867, 139.7959475 35.6510199, 139.7959658 35.6510628, 139.7959894 35.6511018, 139.7960199 35.6511356, 139.7960488 35.6511606)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
