,access,air_conditioning,alt_name,amenity,area,backrest,bench,bin,boundingbox,bridge,building,building:colour,building:levels,building:part,building:roof,bus,camera:angle,city,colour,contact:website,covered,description,display_name,drinking_water,ele,emergency,fee,fireplace,fixme,genus,geometry,height,highway,historic,indoor,information,int_name,internet_access,layer,leaf_cycle,leaf_type,leisure,level,lit,lockable,man_made,material,min_height,name,name:en,name:fr,name:ja,name:ja-Hira,name:ja-Latn,name:ja_kana,name:ja_rm,natural,nodes,note,note:ja,opening_hours,operator,passenger_information_display,picnic_table,place,playground,playground:theme,points,postcode,province,public_transport,railway,ref,roof,roof:colour,roof:material,roof:shape,room,seat,seats,shelter,shelter_type,smoking,source,source:geometry,source:landuse,source_ref,species,species:en,species:ja,sport,start_date,surface,table,taxon,toilets,toilets:access,tourism,train,type,ways,website,wheelchair,wikidata,wikipedia
"('way', 858736539)",,,,shelter,,,,,"['35.4137884', '35.414873', '137.8663912', '137.869185']",,yes,,,,,,,飯田市,,,,,"千代, 飯田市, 長野県, 399-2222, 日本",,,,,,,,"POLYGON ((137.8686989 35.4139529, 137.8687007 35.4139788, 137.8687237 35.4139904, 137.8687538 35.4139788, 137.868752 35.4139558, 137.8687255 35.4139385, 137.8686989 35.4139529))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8005001855, 8005001856, 8005001857, 8005001858, 8005001859, 8005001860, 8005001855]",,,,,,,Nagano,,,POINT (137.8687257870763 35.41396537911138),399-2222,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 860929496)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"東條, 阿南町, 下伊那郡, 長野県, 399-1511, 日本",,,,,,,,"POLYGON ((137.8185676 35.3249886, 137.8186123 35.3250072, 137.8186391 35.3249644, 137.8185943 35.3249458, 137.8185676 35.3249886))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8024076567, 8024076568, 8024076569, 8024076570, 8024076567]",,,,,,,Nagano,,,POINT (137.8186033318289 35.32497649486817),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 868509357)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"本村, 豊丘村, 下伊那郡, 長野県, 399-3202, 日本",,,,,,,,"POLYGON ((137.9239422 35.5241338, 137.9239748 35.5241539, 137.9240058 35.5241206, 137.9239732 35.5241005, 137.9239422 35.5241338))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8095483811, 8095483812, 8095483813, 8095483814, 8095483811]",,,,,,,Nagano,,,POINT (137.923974 35.5241272),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 873403859)",,,,shelter,,,,,"['35.3287141', '35.328767', '137.9514142', '137.9514617']",,yes,,,,,,,飯田市,,,,,"大島バス停, 国道152号, 畑上, 飯田市, 長野県, 399-1311, 日本",,,,,,,,"POLYGON ((137.9514617 35.328761, 137.9514498 35.3287141, 137.9514142 35.3287201, 137.9514261 35.328767, 137.9514617 35.328761))",,,,,,,,,,,,,,,,,,大島バス停,Ojima Bus Stop,,大島バス停,,,,,,"[8133723426, 8133723427, 8133723428, 8133723429, 8133723426]",,,,,,,Nagano,,,POINT (137.95143795 35.32874055),399-1311,長野県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 878103064)",,,,shelter,,,,,[],,yes,,,,,,,飯田市,,,,,"南アルプス南部登山口（聖岳・光岳）, 飯田市, 長野県, 日本",,,,,,,,"POLYGON ((138.0919976 35.3847697, 138.0920584 35.384848, 138.0919865 35.3848851, 138.0919257 35.3848068, 138.0919976 35.3847697))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8169740048, 8169740049, 8169740050, 8169740051, 8169740048]",,,,,,,Nagano,,,POINT (138.09199205 35.3848274),,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 881774138)",,,,shelter,,,,,[],,yes,,,,,,,飯田市,,,,,"兎岳登山口, , 南信濃木沢, 飯田市, 長野県, 日本",,,,,,,,"POLYGON ((138.0780333 35.3785116, 138.0780755 35.3785145, 138.0780786 35.378485, 138.0780364 35.3784821, 138.0780333 35.3785116))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8200328520, 8200328521, 8200328522, 8200328523, 8200328520]",,,,,,,Nagano,,,POINT (138.07805595 35.37849830000001),,長野県,,,,,,,,,,,,weather_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 882624510)",,,,shelter,,,,,"['35.3018416', '35.3020586', '137.8933843', '137.8936563']",,yes,,,,,,,飯田市,,,,,"天仁の杜, 国道418号, 南信濃南和田, 名古山, 飯田市, 長野県, 399-1311, 日本",,,,,,,,"POLYGON ((137.8934683 35.3018416, 137.8933843 35.3019856, 137.8935724 35.3020586, 137.8936563 35.3019146, 137.8934683 35.3018416))",,,,,,,,,,,,,,,,,,天仁の杜,,,天仁の杜,,,,,,"[8208262478, 8208262479, 8208262480, 8208262481, 8208262478]",,,,,,,Nagano,,,POINT (137.8935203185215 35.30195010386635),399-1311,長野県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 883678863)",,,,shelter,,,,,"['35.4333687', '35.4334687', '138.0277155', '138.0278155']",,yes,,,,,,,飯田市,,,,,"御池山 登山口, 南アルプスエコーライン, 飯田市, 長野県, 399-1403, 日本",,,,,,,,"POLYGON ((138.0272217 35.4332819, 138.0272168 35.4333073, 138.0272462 35.4333236, 138.0272761 35.4333138, 138.0272806 35.4332866, 138.0272528 35.4332723, 138.0272217 35.4332819))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8218520133, 8218520134, 8218520135, 8218520136, 8218520137, 8218520138, 8218520133]",,,,,,,Nagano,,,POINT (138.027249055476 35.43329773543082),399-1403,長野県,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('way', 890574797)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"老人福祉センター, 上飯田線, 小川区馬場, 喬木村, 下伊那郡, 長野県, 395-1101, 日本",,,,,,,,"POLYGON ((137.8744487 35.5134625, 137.8745105 35.5135068, 137.8745649 35.5134566, 137.8745031 35.5134122, 137.8744487 35.5134625))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8277284318, 8277284319, 8277284320, 8277284321, 8277284318]",,,,,,,Nagano,,,POINT (137.8745067987014 35.5134595167326),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 895135711)",,,,shelter,,,,,"['35.4963106', '35.4963974', '137.8376693', '137.837776']",,yes,,,,,,,飯田市,,,,,"鳩ヶ嶺随神門, 代田山散歩道, 八幡町, 松尾, 飯田市, 長野県, 395-0814, 日本",,,,,,,,"POLYGON ((137.8376628 35.4961064, 137.8376903 35.4961004, 137.8376825 35.4960766, 137.8376549 35.4960826, 137.8376628 35.4961064))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8320453806, 8320453807, 8320453808, 8320453809, 8320453806]",,,,,,,Nagano,,,POINT (137.8376726208246 35.4960914937103),395-0814,長野県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 905630875)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"上垣外, 豊丘村, 下伊那郡, 長野県, 399-3201, 日本",,,,,,,,"POLYGON ((137.9374789 35.5544106, 137.9374616 35.5543633, 137.9375441 35.5543434, 137.9375613 35.5543908, 137.9374789 35.5544106))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8410198434, 8410198435, 8410198436, 8410198437, 8410198434]",,,,,,,Nagano,,,POINT (137.937511482942 35.55437701655873),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 907199369)",,,,shelter,,,,,"['35.4487939', '35.4488825', '137.9082078', '137.9083208']",,yes,,,,,,,飯田市,,,,,"観世音堂, 国道256号, 越久保, 飯田市, 長野県, 399-2611, 日本",,,,,,,,"POLYGON ((137.9081733 35.4487194, 137.9081972 35.4487194, 137.9082122 35.4487331, 137.9082113 35.4487525, 137.9081954 35.448764, 137.9081724 35.4487633, 137.9081565 35.4487511, 137.9081574 35.4487323, 137.9081733 35.4487194))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8424144161, 8424144162, 8424144163, 8424144164, 8424144165, 8424144166, 8424144167, 8424144168, 8424144161]",,,,,,,Nagano,,,POINT (137.9081845287768 35.44874163045899),399-2611,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 907610216)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"伊久間区, 喬木村, 下伊那郡, 長野県, 395-0821, 日本",,,,,,,,"POLYGON ((137.8648767 35.5036355, 137.8648851 35.503678, 137.8649404 35.5036708, 137.864932 35.5036283, 137.8648767 35.5036355))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8427669243, 8427669244, 8427669245, 8427669246, 8427669243]",,,,,,,Nagano,,,POINT (137.86490855 35.50365315000001),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 912653166)",,,,shelter,,,,,"['35.538788', '35.5389851', '137.8272', '137.828139']",,yes,,,,,,,飯田市,,,,,"飯田市, 長野県, 395-0004, 日本",,,,,,,,"POLYGON ((137.8275448 35.5382209, 137.8275971 35.5382379, 137.8276191 35.5381932, 137.8275668 35.5381761, 137.8275448 35.5382209))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8478089568, 8478089569, 8478089570, 8478089571, 8478089568]",,,,,,,Nagano,,,POINT (137.8275819430913 35.53820701924232),395-0004,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 916056820)",,,,shelter,,,,,"['35.461325', '35.4619767', '137.8150625', '137.8152219']",,yes,,,,,,,飯田市,,,,,"開善寺の藤棚, 国道151号, 嶋, 川路, 飯田市, 長野県, 399-2565, 日本",,,,,,,,"POLYGON ((137.8150625 35.461325, 137.8151989 35.4613255, 137.8151986 35.461378, 137.8152219 35.4613781, 137.8152205 35.461974, 137.8150701 35.4619767, 137.8150625 35.461325))",,,,,,,,,,,,,,,,,,開善寺の藤棚,Kaizenji Wisterias,,開善寺の藤棚,,,,,,"[8508654849, 8508654850, 8508654851, 8508654852, 8508654853, 8508654854, 8508654849]",,,,,,,Nagano,,,POINT (137.8151428831257 35.46165075442839),399-2565,長野県,,,,,,,,,,,,pergola,,,,,,,,,,,,,,,,,,,,,,,
"('way', 917246028)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"下市田, 高森町, 下伊那郡, 長野県, 399-3103, 日本",,,,,,,,"POLYGON ((137.8765478 35.5442234, 137.8765915 35.5442448, 137.8766 35.5442333, 137.8766141 35.5442143, 137.8765705 35.5441929, 137.8765579 35.5442099, 137.8765478 35.5442234))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8519515423, 8519515424, 8519515433, 8519515425, 8519515426, 8519515432, 8519515423]",,,,,,,Nagano,,,POINT (137.8765809736018 35.544218854488),,,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 918524743)",,,,shelter,,,,,"['35.5023014', '35.5035721', '137.8291036', '137.8320403']",,yes,,,,,,,飯田市,,,,,"矢高公園, 下山通り, 鼎下山, 鼎, 飯田市, 長野県, 395‐0804, 日本",,,,,,,,"POLYGON ((137.8307107 35.5025422, 137.8307072 35.5025681, 137.8307213 35.5025854, 137.8307514 35.5025883, 137.8307744 35.5025753, 137.8307762 35.5025523, 137.8307603 35.5025307, 137.830732 35.5025292, 137.8307107 35.5025422))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8530707864, 8530707865, 8530707866, 8530707867, 8530707868, 8530707869, 8530707870, 8530707871, 8530707864]",,,,,,,Nagano,,,POINT (137.830741838284 35.50255885705184),395‐0804,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 918534082)",,,,shelter,,,,,"['35.432637', '35.436291', '137.848876', '137.852577']",,yes,,,,,,,飯田市,,,,,"宮沢, 飯田市, 長野県, 399-2606, 日本",,,,,,,,"POLYGON ((137.8495881 35.4339706, 137.8496453 35.4339917, 137.849619 35.4340389, 137.8495618 35.4340177, 137.8495881 35.4339706))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8530788341, 8530788342, 8530788343, 8530788344, 8530788341]",,,,,,,Nagano,,,POINT (137.8496035566092 35.43400473127538),399-2606,長野県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 919040386)",,,,shelter,,,,,"['35.432637', '35.436291', '137.848876', '137.852577']",,yes,,,,,,,飯田市,,,,,"宮沢, 飯田市, 長野県, 399-2606, 日本",,,,,,,,"POLYGON ((137.8511633 35.4351015, 137.8511505 35.4351215, 137.8511645 35.4351424, 137.8511949 35.4351433, 137.85121 35.4351215, 137.851196 35.4350996, 137.8511633 35.4351015))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8535674939, 8535674940, 8535674941, 8535674942, 8535674943, 8535674944, 8535674939]",,,,,,,Nagano,,,POINT (137.8511803213642 35.43512149552206),399-2606,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 919068614)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"富田城址, 下条米川飯田線, 富田区, 喬木村, 下伊那郡, 長野県, 395-1107, 日本",,,,,,,,"POLYGON ((137.8766127 35.4871249, 137.8766167 35.4871515, 137.8766453 35.4871615, 137.8766752 35.4871471, 137.8766711 35.4871194, 137.8766412 35.4871072, 137.8766127 35.4871249))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8535925896, 8535925897, 8535925898, 8535925899, 8535925900, 8535925901, 8535925896]",,,,,,,Nagano,,,POINT (137.876643911468 35.48713493459614),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 919068615)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"富田城址, 下条米川飯田線, 富田区, 喬木村, 下伊那郡, 長野県, 395-1107, 日本",,,,,,,,"POLYGON ((137.876421 35.4867243, 137.8764455 35.4867387, 137.8764482 35.4867664, 137.8764197 35.4867808, 137.8763925 35.4867675, 137.8763911 35.486742, 137.876421 35.4867243))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8535925902, 8535925903, 8535925904, 8535925905, 8535925906, 8535925907, 8535925902]",,,,,,,Nagano,,,POINT (137.8764196886163 35.48675316433766),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 929417653)",,,,shelter,,,,,"['35.4675307', '35.4676307', '137.8557468', '137.8558468']",,yes,,,,,,,飯田市,,,,,"野田の庚申, 国道256号, 下久堅知久平, 上久堅, 飯田市, 長野県, 399-2601, 日本",,,,,,,,"POLYGON ((137.8558005 35.4675621, 137.8558646 35.4675946, 137.8558998 35.4675485, 137.8558356 35.467516, 137.8558005 35.4675621))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8619255859, 8619255860, 8619255861, 8619255862, 8619255859]",,,,,,,Nagano,,,POINT (137.8558501325316 35.46755529782715),399-2601,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 929502322)",,,,shelter,,,,,"['35.5211696', '35.5218354', '137.8116191', '137.8124184']",,yes,,,,,,,飯田市,,,,,"白山１号公園, 中央自動車道, 丸山町一丁目, 丸山, 飯田市, 長野県, 395-0051, 日本",,,,,,,,"POLYGON ((137.8121486 35.521553, 137.8121911 35.5215707, 137.8122179 35.5215282, 137.8121754 35.5215104, 137.8121486 35.521553))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8620341074, 8620341075, 8620341076, 8620341077, 8620341074]",,,,,,,Nagano,,,POINT (137.8121832460304 35.52154056808722),395-0051,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 929502324)",,,,shelter,,,,,"['35.5211696', '35.5218354', '137.8116191', '137.8124184']",,yes,,,,,,,飯田市,,,,,"白山１号公園, 中央自動車道, 丸山町一丁目, 丸山, 飯田市, 長野県, 395-0051, 日本",,,,,,,,"POLYGON ((137.8117064 35.521628, 137.8117778 35.521653, 137.8117922 35.5216257, 137.8117208 35.5216007, 137.8117064 35.521628))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8620341082, 8620341083, 8620341084, 8620341085, 8620341082]",,,,,,,Nagano,,,POINT (137.8117493 35.52162685),395-0051,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 929503494)",,,,shelter,,,,,"['35.5188459', '35.5193765', '137.8164083', '137.8168684']",,yes,,,,,,,飯田市,,,,,"丸山1号公園, 飯田南木曽線, 白山町二丁目, 羽場, 飯田市, 長野県, 3950052, 日本",,,,,,,,"POLYGON ((137.8165708 35.5189757, 137.8165944 35.5190031, 137.8166362 35.5189792, 137.8166126 35.5189518, 137.8165708 35.5189757))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8620314312, 8620314313, 8620314314, 8620314315, 8620314312]",,,,,,,Nagano,,,POINT (137.8166035 35.51897744999999),3950052,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 929504971)",,,,shelter,,,,,"['35.5225333', '35.5228606', '137.8157321', '137.8162101']",,yes,,,,,,,飯田市,,,,,"丸山2号公園（ふれあい広場）, バス専用, 丸山町一丁目, 丸山, 飯田市, 長野県, 395-0051, 日本",,,,,,,,"POLYGON ((137.815835 35.5226537, 137.815885 35.5226594, 137.8158923 35.522617, 137.8158422 35.5226113, 137.815835 35.5226537))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8620361058, 8620361059, 8620361060, 8620361061, 8620361058]",,,,,,,Nagano,,,POINT (137.815863627283 35.5226353432004),395-0051,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 935234847)",,,,shelter,,,,,"['35.416598', '35.4310903', '137.8661519', '137.8735785']",,yes,,,,,,,飯田市,,,,,"下条米川飯田線, 千代, 飯田市, 長野県, 399-2222, 日本",,,,,,,,"POLYGON ((137.8729788 35.4286944, 137.8730275 35.4286973, 137.8730311 35.4286571, 137.8729824 35.4286542, 137.8729788 35.4286944))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8666650566, 8666650567, 8666650568, 8666650569, 8666650566]",,,,,,,Nagano,,,POINT (137.87300495 35.42867575),399-2222,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 958991575)",,,,shelter,,,,,"['35.3361882', '35.3362564', '137.9669953', '137.9670759']",,yes,,,,,,,飯田市,,,,,"池口岳登山口避難小屋, 国道152号, 畑上, 飯田市, 長野県, 399-1311, 日本",,,,,,,,"POLYGON ((137.9670253 35.3362564, 137.9670759 35.3362347, 137.967046 35.3361882, 137.9669953 35.33621, 137.9670253 35.3362564))",,,,,,,,,,,,,,,,,,池口岳登山口避難小屋,Mount Ikeguchidake Trailhead Cabin,,池口岳登山口避難小屋,,,,,,"[8873641186, 8873641187, 8873641188, 8873641189, 8873641186]",,,,,,,Nagano,,,POINT (137.9670356227132 35.3362223134121),399-1311,長野県,,,,,,,,,,,,basic_hut,,,,,,,,,,,,,,,,,,,,https://tozanguchi-p.com/post-1560/,,,
"('way', 961799045)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"中井侍, 飯田富山佐久間線, 不生, 天龍村, 下伊那郡, 長野県, 日本",,,,,,,,"POLYGON ((137.8348317 35.2358154, 137.834885 35.2358396, 137.8348962 35.2358235, 137.834843 35.235799, 137.8348317 35.2358154))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8896897498, 8896897499, 8896897492, 8896897493, 8896897498]",,,,,,,Nagano,,,POINT (137.8348639047312 35.23581934012903),,,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 965524437)",,,,shelter,,,,no,"['35.529324', '35.5293813', '137.8157864', '137.8159081']",,yes,,,,,,,飯田市,,,,,"佐倉神社, 中央自動車道, 丸山町一丁目, 丸山, 飯田市, 長野県, 395-0051, 日本",,,,,,,,"POLYGON ((137.8159988 35.5302776, 137.8160611 35.5302721, 137.8160495 35.5301856, 137.8159872 35.5301912, 137.8159988 35.5302776))",,,,,,,,,,,,,no,,,,,,,,,,,,,,"[8932073535, 8932073536, 8932073537, 8932073538, 8932073535]",,,,,,,Nagano,,,POINT (137.8160241557287 35.53023162293802),395-0051,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 965524438)",,,,shelter,,,,,"['35.529611', '35.5305751', '137.8172665', '137.8176565']",,yes,,,,,,,飯田市,,,,,"今宮町四丁目, 丸山, 飯田市, 長野県, 395-0051, 日本",,,,,,,,"POLYGON ((137.8161852 35.5311305, 137.816211 35.5310804, 137.8162913 35.5311078, 137.8162654 35.5311579, 137.8161852 35.5311305))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8932073539, 8932073540, 8932073541, 8932073542, 8932073539]",,,,,,,Nagano,,,POINT (137.8162382311572 35.53111914689977),395-0051,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 965524448)",,,,shelter,,,,,"['35.529324', '35.5293813', '137.8157864', '137.8159081']",,yes,,,,,,,飯田市,,,,,"佐倉神社, 中央自動車道, 丸山町一丁目, 丸山, 飯田市, 長野県, 395-0051, 日本",,,,,,,,"POLYGON ((137.815447 35.5307495, 137.8155238 35.5307606, 137.8155356 35.5307066, 137.8154588 35.5306955, 137.815447 35.5307495))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8932097792, 8932097793, 8932097794, 8932097795, 8932097792]",,,,,,,Nagano,,,POINT (137.8154913 35.53072804999999),395-0051,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 973415810)",,,,shelter,,,,,"['35.4607358', '35.4613242', '137.8179352', '137.8192694']",,yes,,,,,,,飯田市,,,,,"遠州街道道標, 嶋, 川路, 飯田市, 長野県, 399-2565, 日本",,,,,,,,"POLYGON ((137.8184551 35.4605866, 137.8184903 35.4606045, 137.8185301 35.4605525, 137.8184949 35.4605346, 137.8184551 35.4605866))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9009198226, 9009198227, 9009198228, 9009198229, 9009198226]",,,,,,,Nagano,,,POINT (137.8184926 35.46056955),399-2565,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 974166107)",,,,shelter,,,,,"['35.454647', '35.4553748', '137.8536757', '137.854396']",,yes,,,,,,,飯田市,,,,,"下久堅稲葉, 大鹿, 飯田市, 長野県, 399-2606, 日本",,,,,,,,"POLYGON ((137.8540193 35.4552824, 137.8541067 35.4552746, 137.8540982 35.4552119, 137.8540108 35.4552197, 137.8540193 35.4552824))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9015672539, 9015672540, 9015672541, 9015672542, 9015672539]",,,,,,,Nagano,,,POINT (137.85405875 35.45524715),399-2606,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 974166532)",,,,shelter,,,,,"['35.4565466', '35.4574432', '137.8507092', '137.8518912']",,yes,,,,,,,飯田市,,,,,"稲葉クリーンセンター, 飯田市道 下久堅32号線, 下久堅柿野沢, 柿野沢南, 飯田市, 長野県, 399-2606, 日本",,,,,,,,"POLYGON ((137.8513555 35.4576775, 137.8513825 35.4576965, 137.8514105 35.4576701, 137.8513836 35.4576511, 137.8513555 35.4576775))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9015676353, 9015676354, 9015676355, 9015676356, 9015676353]",,,,,,,Nagano,,,POINT (137.8513830166121 35.45767380224977),399-2606,長野県,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('way', 974564456)",,,,shelter,,,,,"['35.4526285', '35.4527272', '137.8541062', '137.8542968']",,yes,,,,,,,飯田市,,,,,"稲葉春日神社, 米川駄科停車場線, 下久堅稲葉, 大鹿, 飯田市, 長野県, 399-2606, 日本",,,,,,,,"POLYGON ((137.85443 35.4524316, 137.8544667 35.4524481, 137.8544947 35.4524066, 137.8544581 35.4523901, 137.85443 35.4524316))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9019212440, 9019212441, 9019212442, 9019212443, 9019212440]",,,,,,,Nagano,,,POINT (137.8544623675698 35.452419106091),399-2606,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 975551799)",,,,shelter,,,,,"['35.4897945', '35.4902668', '137.839255', '137.8396709']",,yes,,,,,,,飯田市,,,,,"代田獅子塚古墳, 国道151号, 毛賀, 松尾, 飯田市, 長野県, 395-0812, 日本",,,,,,,,"POLYGON ((137.839547 35.490114, 137.8395878 35.4900909, 137.8395571 35.4900549, 137.8395163 35.4900779, 137.839547 35.490114))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9027693776, 9027693777, 9027693778, 9027693779, 9027693776]",,,,,,,Nagano,,,POINT (137.8395520472376 35.49008443283106),395-0812,長野県,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('way', 993811859)",,,,shelter,,,,,"['35.4370691', '35.439728', '137.8801755', '137.8871916']",,yes,,,,,,,飯田市,,,,,"平栗, 飯田市, 長野県, 399-2611, 日本",,,,,,,,"POLYGON ((137.889744 35.4343469, 137.889762 35.4343257, 137.889755 35.4343061, 137.8897239 35.4343036, 137.8897069 35.4343232, 137.8897139 35.434342, 137.889744 35.4343469))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9181761559, 9181761560, 9181761561, 9181761562, 9181761563, 9181761564, 9181761559]",,,,,,,Nagano,,,POINT (137.8897345928826 35.43432463899261),399-2611,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 996179560)",,,,shelter,,,,,"['35.4605318', '35.4612848', '137.8208263', '137.8217736']",,yes,,,,,,,飯田市,,,,,"嶋, 竜岡, 飯田市, 長野県, 399-2565, 日本",,,,,,,,"POLYGON ((137.8213324 35.4608797, 137.8213835 35.4609153, 137.8214114 35.4608888, 137.8213603 35.4608531, 137.8213324 35.4608797))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9198641998, 9198641999, 9198642000, 9198642001, 9198641998]",,,,,,,Nagano,,,POINT (137.8213718935044 35.46088421591843),399-2565,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 998978674)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"ウォルター・ウェストンの顕彰碑, 赤石岳公園線, 上市場, 大鹿村, 下伊那郡, 長野県, 399-3502, 日本",,,,,,,,"POLYGON ((138.0412366 35.5568967, 138.0412755 35.5569292, 138.0413238 35.5568909, 138.041285 35.5568585, 138.0412366 35.5568967))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9223088852, 9223088853, 9223088854, 9223088855, 9223088852]",,,,,,,Nagano,,,POINT (138.0412802142567 35.55689383460219),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
